subscriber_id,plan,monthly_price,channel,cohort_month,activity_month,month_number,is_active
SUB1081,Business,149,Social Media,2023-10,2024-10,12,1
SUB1081,Business,149,Social Media,2023-10,2024-11,13,1
SUB1081,Business,149,Social Media,2023-10,2024-12,14,1
SUB1082,Basic,29,Social Media,2022-08,2022-08,0,1
SUB1082,Basic,29,Social Media,2022-08,2022-09,1,1
SUB1082,Basic,29,Social Media,2022-08,2022-10,2,1
SUB1082,Basic,29,Social Media,2022-08,2022-11,3,1
SUB1082,Basic,29,Social Media,2022-08,2022-12,4,1
SUB1082,Basic,29,Social Media,2022-08,2023-01,5,1
SUB1082,Basic,29,Social Media,2022-08,2023-02,6,1
SUB1083,Pro,79,Social Media,2023-04,2023-04,0,1
SUB1083,Pro,79,Social Media,2023-04,2023-05,1,1
SUB1083,Pro,79,Social Media,2023-04,2023-06,2,1
SUB1083,Pro,79,Social Media,2023-04,2023-07,3,1
SUB1083,Pro,79,Social Media,2023-04,2023-08,4,1
SUB1083,Pro,79,Social Media,2023-04,2023-09,5,1
SUB1083,Pro,79,Social Media,2023-04,2023-10,6,1
SUB1083,Pro,79,Social Media,2023-04,2023-11,7,1
SUB1083,Pro,79,Social Media,2023-04,2023-12,8,1
SUB1083,Pro,79,Social Media,2023-04,2024-01,9,1
SUB1083,Pro,79,Social Media,2023-04,2024-02,10,1
SUB1083,Pro,79,Social Media,2023-04,2024-03,11,1
SUB1083,Pro,79,Social Media,2023-04,2024-04,12,1
SUB1083,Pro,79,Social Media,2023-04,2024-05,13,1
SUB1083,Pro,79,Social Media,2023-04,2024-06,14,1
SUB1083,Pro,79,Social Media,2023-04,2024-07,15,1
SUB1083,Pro,79,Social Media,2023-04,2024-08,16,1
SUB1083,Pro,79,Social Media,2023-04,2024-09,17,1
SUB1083,Pro,79,Social Media,2023-04,2024-10,18,1
SUB1083,Pro,79,Social Media,2023-04,2024-11,19,1
SUB1083,Pro,79,Social Media,2023-04,2024-12,20,1
SUB1084,Basic,29,Direct,2023-11,2023-11,0,1
SUB1084,Basic,29,Direct,2023-11,2023-12,1,1
SUB1084,Basic,29,Direct,2023-11,2024-01,2,1
SUB1085,Basic,29,Referral,2023-12,2023-12,0,1
SUB1085,Basic,29,Referral,2023-12,2024-01,1,1
SUB1085,Basic,29,Referral,2023-12,2024-02,2,1
SUB1085,Basic,29,Referral,2023-12,2024-03,3,1
SUB1085,Basic,29,Referral,2023-12,2024-04,4,1
SUB1085,Basic,29,Referral,2023-12,2024-05,5,1
SUB1085,Basic,29,Referral,2023-12,2024-06,6,1
SUB1085,Basic,29,Referral,2023-12,2024-07,7,1
SUB1085,Basic,29,Referral,2023-12,2024-08,8,1
SUB1086,Basic,29,Direct,2023-05,2023-05,0,1
SUB1086,Basic,29,Direct,2023-05,2023-06,1,1
SUB1086,Basic,29,Direct,2023-05,2023-07,2,1
SUB1086,Basic,29,Direct,2023-05,2023-08,3,1
SUB1086,Basic,29,Direct,2023-05,2023-09,4,1
SUB1086,Basic,29,Direct,2023-05,2023-10,5,1
SUB1086,Basic,29,Direct,2023-05,2023-11,6,1
SUB1086,Basic,29,Direct,2023-05,2023-12,7,1
SUB1087,Basic,29,Paid Ads,2023-07,2023-07,0,1
SUB1088,Pro,79,Paid Ads,2022-10,2022-10,0,1
SUB1088,Pro,79,Paid Ads,2022-10,2022-11,1,1
SUB1089,Business,149,Organic Search,2023-12,2023-12,0,1
SUB1089,Business,149,Organic Search,2023-12,2024-01,1,1
SUB1089,Business,149,Organic Search,2023-12,2024-02,2,1
SUB1089,Business,149,Organic Search,2023-12,2024-03,3,1
SUB1089,Business,149,Organic Search,2023-12,2024-04,4,1
SUB1089,Business,149,Organic Search,2023-12,2024-05,5,1
SUB1089,Business,149,Organic Search,2023-12,2024-06,6,1
SUB1089,Business,149,Organic Search,2023-12,2024-07,7,1
SUB1089,Business,149,Organic Search,2023-12,2024-08,8,1
SUB1089,Business,149,Organic Search,2023-12,2024-09,9,1
SUB1089,Business,149,Organic Search,2023-12,2024-10,10,1
SUB1089,Business,149,Organic Search,2023-12,2024-11,11,1
SUB1089,Business,149,Organic Search,2023-12,2024-12,12,1
SUB1090,Enterprise,399,Social Media,2022-12,2022-12,0,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-01,1,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-02,2,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-03,3,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-04,4,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-05,5,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-06,6,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-07,7,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-08,8,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-09,9,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-10,10,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-11,11,1
SUB1090,Enterprise,399,Social Media,2022-12,2023-12,12,1
SUB1090,Enterprise,399,Social Media,2022-12,2024-01,13,1
SUB1090,Enterprise,399,Social Media,2022-12,2024-02,14,1
SUB1090,Enterprise,399,Social Media,2022-12,2024-03,15,1
SUB1090,Enterprise,399,Social Media,2022-12,2024-04,16,1
SUB1090,Enterprise,399,Social Media,2022-12,2024-05,17,1
SUB1090,Enterprise,399,Social Media,2022-12,2024-06,18,1
SUB1090,Enterprise,399,Social Media,2022-12,2024-07,19,1
SUB1090,Enterprise,399,Social Media,2022-12,2024-08,20,1
SUB1090,Enterprise,399,Social Media,2022-12,2024-09,21,1
SUB1090,Enterprise,399,Social Media,2022-12,2024-10,22,1
SUB1091,Pro,79,Direct,2023-12,2023-12,0,1
SUB1091,Pro,79,Direct,2023-12,2024-01,1,1
SUB1091,Pro,79,Direct,2023-12,2024-02,2,1
SUB1091,Pro,79,Direct,2023-12,2024-03,3,1
SUB1091,Pro,79,Direct,2023-12,2024-04,4,1
SUB1091,Pro,79,Direct,2023-12,2024-05,5,1
SUB1091,Pro,79,Direct,2023-12,2024-06,6,1
SUB1091,Pro,79,Direct,2023-12,2024-07,7,1
SUB1091,Pro,79,Direct,2023-12,2024-08,8,1
SUB1091,Pro,79,Direct,2023-12,2024-09,9,1
SUB1091,Pro,79,Direct,2023-12,2024-10,10,1
SUB1091,Pro,79,Direct,2023-12,2024-11,11,1
SUB1091,Pro,79,Direct,2023-12,2024-12,12,1
SUB1092,Pro,79,Social Media,2023-08,2023-08,0,1
SUB1092,Pro,79,Social Media,2023-08,2023-09,1,1
SUB1092,Pro,79,Social Media,2023-08,2023-10,2,1
SUB1093,Business,149,Paid Ads,2023-07,2023-07,0,1
SUB1093,Business,149,Paid Ads,2023-07,2023-08,1,1
SUB1093,Business,149,Paid Ads,2023-07,2023-09,2,1
SUB1093,Business,149,Paid Ads,2023-07,2023-10,3,1
SUB1093,Business,149,Paid Ads,2023-07,2023-11,4,1
SUB1093,Business,149,Paid Ads,2023-07,2023-12,5,1
SUB1093,Business,149,Paid Ads,2023-07,2024-01,6,1
SUB1093,Business,149,Paid Ads,2023-07,2024-02,7,1
SUB1093,Business,149,Paid Ads,2023-07,2024-03,8,1
SUB1093,Business,149,Paid Ads,2023-07,2024-04,9,1
SUB1093,Business,149,Paid Ads,2023-07,2024-05,10,1
SUB1093,Business,149,Paid Ads,2023-07,2024-06,11,1
SUB1093,Business,149,Paid Ads,2023-07,2024-07,12,1
SUB1093,Business,149,Paid Ads,2023-07,2024-08,13,1
SUB1093,Business,149,Paid Ads,2023-07,2024-09,14,1
SUB1093,Business,149,Paid Ads,2023-07,2024-10,15,1
SUB1093,Business,149,Paid Ads,2023-07,2024-11,16,1
SUB1093,Business,149,Paid Ads,2023-07,2024-12,17,1
SUB1094,Pro,79,Paid Ads,2023-06,2023-06,0,1
SUB1094,Pro,79,Paid Ads,2023-06,2023-07,1,1
SUB1094,Pro,79,Paid Ads,2023-06,2023-08,2,1
SUB1094,Pro,79,Paid Ads,2023-06,2023-09,3,1
SUB1094,Pro,79,Paid Ads,2023-06,2023-10,4,1
SUB1094,Pro,79,Paid Ads,2023-06,2023-11,5,1
SUB1094,Pro,79,Paid Ads,2023-06,2023-12,6,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-01,7,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-02,8,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-03,9,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-04,10,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-05,11,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-06,12,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-07,13,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-08,14,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-09,15,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-10,16,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-11,17,1
SUB1094,Pro,79,Paid Ads,2023-06,2024-12,18,1
SUB1095,Basic,29,Organic Search,2022-12,2022-12,0,1
SUB1096,Basic,29,Social Media,2022-11,2022-11,0,1
SUB1096,Basic,29,Social Media,2022-11,2022-12,1,1
SUB1096,Basic,29,Social Media,2022-11,2023-01,2,1
SUB1096,Basic,29,Social Media,2022-11,2023-02,3,1
SUB1096,Basic,29,Social Media,2022-11,2023-03,4,1
SUB1096,Basic,29,Social Media,2022-11,2023-04,5,1
SUB1096,Basic,29,Social Media,2022-11,2023-05,6,1
SUB1096,Basic,29,Social Media,2022-11,2023-06,7,1
SUB1097,Pro,79,Organic Search,2022-12,2022-12,0,1
SUB1097,Pro,79,Organic Search,2022-12,2023-01,1,1
SUB1097,Pro,79,Organic Search,2022-12,2023-02,2,1
SUB1098,Basic,29,Organic Search,2022-11,2022-11,0,1
SUB1098,Basic,29,Organic Search,2022-11,2022-12,1,1
SUB1098,Basic,29,Organic Search,2022-11,2023-01,2,1
SUB1098,Basic,29,Organic Search,2022-11,2023-02,3,1
SUB1098,Basic,29,Organic Search,2022-11,2023-03,4,1
SUB1098,Basic,29,Organic Search,2022-11,2023-04,5,1
SUB1098,Basic,29,Organic Search,2022-11,2023-05,6,1
SUB1098,Basic,29,Organic Search,2022-11,2023-06,7,1
SUB1098,Basic,29,Organic Search,2022-11,2023-07,8,1
SUB1098,Basic,29,Organic Search,2022-11,2023-08,9,1
SUB1098,Basic,29,Organic Search,2022-11,2023-09,10,1
SUB1098,Basic,29,Organic Search,2022-11,2023-10,11,1
SUB1098,Basic,29,Organic Search,2022-11,2023-11,12,1
SUB1099,Basic,29,Organic Search,2023-10,2023-10,0,1
SUB1099,Basic,29,Organic Search,2023-10,2023-11,1,1
SUB1099,Basic,29,Organic Search,2023-10,2023-12,2,1
SUB1099,Basic,29,Organic Search,2023-10,2024-01,3,1
SUB1099,Basic,29,Organic Search,2023-10,2024-02,4,1
SUB1099,Basic,29,Organic Search,2023-10,2024-03,5,1
SUB1099,Basic,29,Organic Search,2023-10,2024-04,6,1
SUB1099,Basic,29,Organic Search,2023-10,2024-05,7,1
SUB1100,Pro,79,Organic Search,2023-03,2023-03,0,1
SUB1100,Pro,79,Organic Search,2023-03,2023-04,1,1
SUB1100,Pro,79,Organic Search,2023-03,2023-05,2,1
SUB1101,Basic,29,Organic Search,2022-06,2022-06,0,1
SUB1101,Basic,29,Organic Search,2022-06,2022-07,1,1
SUB1101,Basic,29,Organic Search,2022-06,2022-08,2,1
SUB1101,Basic,29,Organic Search,2022-06,2022-09,3,1
SUB1101,Basic,29,Organic Search,2022-06,2022-10,4,1
SUB1101,Basic,29,Organic Search,2022-06,2022-11,5,1
SUB1101,Basic,29,Organic Search,2022-06,2022-12,6,1
SUB1101,Basic,29,Organic Search,2022-06,2023-01,7,1
SUB1101,Basic,29,Organic Search,2022-06,2023-02,8,1
SUB1101,Basic,29,Organic Search,2022-06,2023-03,9,1
SUB1102,Pro,79,Paid Ads,2023-12,2023-12,0,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-01,1,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-02,2,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-03,3,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-04,4,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-05,5,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-06,6,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-07,7,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-08,8,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-09,9,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-10,10,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-11,11,1
SUB1102,Pro,79,Paid Ads,2023-12,2024-12,12,1
SUB1103,Pro,79,Organic Search,2023-11,2023-11,0,1
SUB1103,Pro,79,Organic Search,2023-11,2023-12,1,1
SUB1103,Pro,79,Organic Search,2023-11,2024-01,2,1
SUB1103,Pro,79,Organic Search,2023-11,2024-02,3,1
SUB1104,Basic,29,Referral,2023-12,2023-12,0,1
SUB1104,Basic,29,Referral,2023-12,2024-01,1,1
SUB1104,Basic,29,Referral,2023-12,2024-02,2,1
SUB1104,Basic,29,Referral,2023-12,2024-03,3,1
SUB1104,Basic,29,Referral,2023-12,2024-04,4,1
SUB1104,Basic,29,Referral,2023-12,2024-05,5,1
SUB1104,Basic,29,Referral,2023-12,2024-06,6,1
SUB1104,Basic,29,Referral,2023-12,2024-07,7,1
SUB1104,Basic,29,Referral,2023-12,2024-08,8,1
SUB1104,Basic,29,Referral,2023-12,2024-09,9,1
SUB1104,Basic,29,Referral,2023-12,2024-10,10,1
SUB1104,Basic,29,Referral,2023-12,2024-11,11,1
SUB1104,Basic,29,Referral,2023-12,2024-12,12,1
SUB1105,Basic,29,Direct,2023-12,2023-12,0,1
SUB1105,Basic,29,Direct,2023-12,2024-01,1,1
SUB1105,Basic,29,Direct,2023-12,2024-02,2,1
SUB1105,Basic,29,Direct,2023-12,2024-03,3,1
SUB1105,Basic,29,Direct,2023-12,2024-04,4,1
SUB1105,Basic,29,Direct,2023-12,2024-05,5,1
SUB1105,Basic,29,Direct,2023-12,2024-06,6,1
SUB1105,Basic,29,Direct,2023-12,2024-07,7,1
SUB1105,Basic,29,Direct,2023-12,2024-08,8,1
SUB1105,Basic,29,Direct,2023-12,2024-09,9,1
SUB1105,Basic,29,Direct,2023-12,2024-10,10,1
SUB1105,Basic,29,Direct,2023-12,2024-11,11,1
SUB1105,Basic,29,Direct,2023-12,2024-12,12,1
SUB1106,Basic,29,Direct,2022-10,2022-10,0,1
SUB1106,Basic,29,Direct,2022-10,2022-11,1,1
SUB1106,Basic,29,Direct,2022-10,2022-12,2,1
SUB1106,Basic,29,Direct,2022-10,2023-01,3,1
SUB1106,Basic,29,Direct,2022-10,2023-02,4,1
SUB1106,Basic,29,Direct,2022-10,2023-03,5,1
SUB1106,Basic,29,Direct,2022-10,2023-04,6,1
SUB1107,Business,149,Referral,2023-04,2023-04,0,1
SUB1107,Business,149,Referral,2023-04,2023-05,1,1
SUB1107,Business,149,Referral,2023-04,2023-06,2,1
SUB1107,Business,149,Referral,2023-04,2023-07,3,1
SUB1107,Business,149,Referral,2023-04,2023-08,4,1
SUB1107,Business,149,Referral,2023-04,2023-09,5,1
SUB1107,Business,149,Referral,2023-04,2023-10,6,1
SUB1107,Business,149,Referral,2023-04,2023-11,7,1
SUB1107,Business,149,Referral,2023-04,2023-12,8,1
SUB1107,Business,149,Referral,2023-04,2024-01,9,1
SUB1107,Business,149,Referral,2023-04,2024-02,10,1
SUB1107,Business,149,Referral,2023-04,2024-03,11,1
SUB1107,Business,149,Referral,2023-04,2024-04,12,1
SUB1107,Business,149,Referral,2023-04,2024-05,13,1
SUB1107,Business,149,Referral,2023-04,2024-06,14,1
SUB1107,Business,149,Referral,2023-04,2024-07,15,1
SUB1107,Business,149,Referral,2023-04,2024-08,16,1
SUB1107,Business,149,Referral,2023-04,2024-09,17,1
SUB1107,Business,149,Referral,2023-04,2024-10,18,1
SUB1107,Business,149,Referral,2023-04,2024-11,19,1
SUB1107,Business,149,Referral,2023-04,2024-12,20,1
SUB1108,Basic,29,Paid Ads,2023-09,2023-09,0,1
SUB1108,Basic,29,Paid Ads,2023-09,2023-10,1,1
SUB1108,Basic,29,Paid Ads,2023-09,2023-11,2,1
SUB1108,Basic,29,Paid Ads,2023-09,2023-12,3,1
SUB1108,Basic,29,Paid Ads,2023-09,2024-01,4,1
SUB1108,Basic,29,Paid Ads,2023-09,2024-02,5,1
SUB1108,Basic,29,Paid Ads,2023-09,2024-03,6,1
SUB1108,Basic,29,Paid Ads,2023-09,2024-04,7,1
SUB1109,Enterprise,399,Direct,2023-09,2023-09,0,1
SUB1109,Enterprise,399,Direct,2023-09,2023-10,1,1
SUB1109,Enterprise,399,Direct,2023-09,2023-11,2,1
SUB1109,Enterprise,399,Direct,2023-09,2023-12,3,1
SUB1109,Enterprise,399,Direct,2023-09,2024-01,4,1
SUB1109,Enterprise,399,Direct,2023-09,2024-02,5,1
SUB1109,Enterprise,399,Direct,2023-09,2024-03,6,1
SUB1109,Enterprise,399,Direct,2023-09,2024-04,7,1
SUB1109,Enterprise,399,Direct,2023-09,2024-05,8,1
SUB1109,Enterprise,399,Direct,2023-09,2024-06,9,1
SUB1109,Enterprise,399,Direct,2023-09,2024-07,10,1
SUB1109,Enterprise,399,Direct,2023-09,2024-08,11,1
SUB1109,Enterprise,399,Direct,2023-09,2024-09,12,1
SUB1109,Enterprise,399,Direct,2023-09,2024-10,13,1
SUB1109,Enterprise,399,Direct,2023-09,2024-11,14,1
SUB1109,Enterprise,399,Direct,2023-09,2024-12,15,1
SUB1110,Basic,29,Referral,2022-10,2022-10,0,1
SUB1110,Basic,29,Referral,2022-10,2022-11,1,1
SUB1110,Basic,29,Referral,2022-10,2022-12,2,1
SUB1110,Basic,29,Referral,2022-10,2023-01,3,1
SUB1110,Basic,29,Referral,2022-10,2023-02,4,1
SUB1110,Basic,29,Referral,2022-10,2023-03,5,1
SUB1110,Basic,29,Referral,2022-10,2023-04,6,1
SUB1110,Basic,29,Referral,2022-10,2023-05,7,1
SUB1111,Basic,29,Direct,2023-10,2023-10,0,1
SUB1111,Basic,29,Direct,2023-10,2023-11,1,1
SUB1111,Basic,29,Direct,2023-10,2023-12,2,1
SUB1111,Basic,29,Direct,2023-10,2024-01,3,1
SUB1111,Basic,29,Direct,2023-10,2024-02,4,1
SUB1112,Business,149,Paid Ads,2022-12,2022-12,0,1
SUB1112,Business,149,Paid Ads,2022-12,2023-01,1,1
SUB1112,Business,149,Paid Ads,2022-12,2023-02,2,1
SUB1112,Business,149,Paid Ads,2022-12,2023-03,3,1
SUB1112,Business,149,Paid Ads,2022-12,2023-04,4,1
SUB1112,Business,149,Paid Ads,2022-12,2023-05,5,1
SUB1112,Business,149,Paid Ads,2022-12,2023-06,6,1
SUB1112,Business,149,Paid Ads,2022-12,2023-07,7,1
SUB1112,Business,149,Paid Ads,2022-12,2023-08,8,1
SUB1112,Business,149,Paid Ads,2022-12,2023-09,9,1
SUB1112,Business,149,Paid Ads,2022-12,2023-10,10,1
SUB1112,Business,149,Paid Ads,2022-12,2023-11,11,1
SUB1112,Business,149,Paid Ads,2022-12,2023-12,12,1
SUB1112,Business,149,Paid Ads,2022-12,2024-01,13,1
SUB1112,Business,149,Paid Ads,2022-12,2024-02,14,1
SUB1112,Business,149,Paid Ads,2022-12,2024-03,15,1
SUB1112,Business,149,Paid Ads,2022-12,2024-04,16,1
SUB1112,Business,149,Paid Ads,2022-12,2024-05,17,1
SUB1112,Business,149,Paid Ads,2022-12,2024-06,18,1
SUB1112,Business,149,Paid Ads,2022-12,2024-07,19,1
SUB1112,Business,149,Paid Ads,2022-12,2024-08,20,1
SUB1112,Business,149,Paid Ads,2022-12,2024-09,21,1
SUB1112,Business,149,Paid Ads,2022-12,2024-10,22,1
SUB1112,Business,149,Paid Ads,2022-12,2024-11,23,1
SUB1112,Business,149,Paid Ads,2022-12,2024-12,24,1
SUB1113,Pro,79,Social Media,2022-12,2022-12,0,1
SUB1113,Pro,79,Social Media,2022-12,2023-01,1,1
SUB1113,Pro,79,Social Media,2022-12,2023-02,2,1
SUB1113,Pro,79,Social Media,2022-12,2023-03,3,1
SUB1113,Pro,79,Social Media,2022-12,2023-04,4,1
SUB1113,Pro,79,Social Media,2022-12,2023-05,5,1
SUB1113,Pro,79,Social Media,2022-12,2023-06,6,1
SUB1114,Pro,79,Organic Search,2023-06,2023-06,0,1
SUB1114,Pro,79,Organic Search,2023-06,2023-07,1,1
SUB1114,Pro,79,Organic Search,2023-06,2023-08,2,1
SUB1114,Pro,79,Organic Search,2023-06,2023-09,3,1
SUB1114,Pro,79,Organic Search,2023-06,2023-10,4,1
SUB1114,Pro,79,Organic Search,2023-06,2023-11,5,1
SUB1114,Pro,79,Organic Search,2023-06,2023-12,6,1
SUB1114,Pro,79,Organic Search,2023-06,2024-01,7,1
SUB1114,Pro,79,Organic Search,2023-06,2024-02,8,1
SUB1114,Pro,79,Organic Search,2023-06,2024-03,9,1
SUB1114,Pro,79,Organic Search,2023-06,2024-04,10,1
SUB1114,Pro,79,Organic Search,2023-06,2024-05,11,1
SUB1114,Pro,79,Organic Search,2023-06,2024-06,12,1
SUB1114,Pro,79,Organic Search,2023-06,2024-07,13,1
SUB1114,Pro,79,Organic Search,2023-06,2024-08,14,1
SUB1114,Pro,79,Organic Search,2023-06,2024-09,15,1
SUB1114,Pro,79,Organic Search,2023-06,2024-10,16,1
SUB1114,Pro,79,Organic Search,2023-06,2024-11,17,1
SUB1114,Pro,79,Organic Search,2023-06,2024-12,18,1
SUB1115,Enterprise,399,Social Media,2023-07,2023-07,0,1
SUB1115,Enterprise,399,Social Media,2023-07,2023-08,1,1
SUB1115,Enterprise,399,Social Media,2023-07,2023-09,2,1
SUB1115,Enterprise,399,Social Media,2023-07,2023-10,3,1
SUB1115,Enterprise,399,Social Media,2023-07,2023-11,4,1
SUB1115,Enterprise,399,Social Media,2023-07,2023-12,5,1
SUB1115,Enterprise,399,Social Media,2023-07,2024-01,6,1
SUB1115,Enterprise,399,Social Media,2023-07,2024-02,7,1
SUB1115,Enterprise,399,Social Media,2023-07,2024-03,8,1
SUB1115,Enterprise,399,Social Media,2023-07,2024-04,9,1
SUB1115,Enterprise,399,Social Media,2023-07,2024-05,10,1
SUB1115,Enterprise,399,Social Media,2023-07,2024-06,11,1
SUB1115,Enterprise,399,Social Media,2023-07,2024-07,12,1
SUB1115,Enterprise,399,Social Media,2023-07,2024-08,13,1
SUB1115,Enterprise,399,Social Media,2023-07,2024-09,14,1
SUB1116,Business,149,Referral,2023-07,2023-07,0,1
SUB1116,Business,149,Referral,2023-07,2023-08,1,1
SUB1116,Business,149,Referral,2023-07,2023-09,2,1
SUB1117,Pro,79,Social Media,2022-08,2022-08,0,1
SUB1117,Pro,79,Social Media,2022-08,2022-09,1,1
SUB1117,Pro,79,Social Media,2022-08,2022-10,2,1
SUB1117,Pro,79,Social Media,2022-08,2022-11,3,1
SUB1117,Pro,79,Social Media,2022-08,2022-12,4,1
SUB1117,Pro,79,Social Media,2022-08,2023-01,5,1
SUB1117,Pro,79,Social Media,2022-08,2023-02,6,1
SUB1117,Pro,79,Social Media,2022-08,2023-03,7,1
SUB1117,Pro,79,Social Media,2022-08,2023-04,8,1
SUB1117,Pro,79,Social Media,2022-08,2023-05,9,1
SUB1117,Pro,79,Social Media,2022-08,2023-06,10,1
SUB1117,Pro,79,Social Media,2022-08,2023-07,11,1
SUB1117,Pro,79,Social Media,2022-08,2023-08,12,1
SUB1118,Basic,29,Social Media,2023-11,2023-11,0,1
SUB1119,Basic,29,Direct,2023-01,2023-01,0,1
SUB1119,Basic,29,Direct,2023-01,2023-02,1,1
SUB1119,Basic,29,Direct,2023-01,2023-03,2,1
SUB1119,Basic,29,Direct,2023-01,2023-04,3,1
SUB1119,Basic,29,Direct,2023-01,2023-05,4,1
SUB1119,Basic,29,Direct,2023-01,2023-06,5,1
SUB1119,Basic,29,Direct,2023-01,2023-07,6,1
SUB1119,Basic,29,Direct,2023-01,2023-08,7,1
SUB1119,Basic,29,Direct,2023-01,2023-09,8,1
SUB1119,Basic,29,Direct,2023-01,2023-10,9,1
SUB1119,Basic,29,Direct,2023-01,2023-11,10,1
SUB1119,Basic,29,Direct,2023-01,2023-12,11,1
SUB1119,Basic,29,Direct,2023-01,2024-01,12,1
SUB1120,Pro,79,Paid Ads,2022-09,2022-09,0,1
SUB1120,Pro,79,Paid Ads,2022-09,2022-10,1,1
SUB1120,Pro,79,Paid Ads,2022-09,2022-11,2,1
SUB1120,Pro,79,Paid Ads,2022-09,2022-12,3,1
SUB1120,Pro,79,Paid Ads,2022-09,2023-01,4,1
SUB1120,Pro,79,Paid Ads,2022-09,2023-02,5,1
SUB1120,Pro,79,Paid Ads,2022-09,2023-03,6,1
SUB1120,Pro,79,Paid Ads,2022-09,2023-04,7,1
SUB1120,Pro,79,Paid Ads,2022-09,2023-05,8,1
SUB1120,Pro,79,Paid Ads,2022-09,2023-06,9,1
SUB1120,Pro,79,Paid Ads,2022-09,2023-07,10,1
SUB1120,Pro,79,Paid Ads,2022-09,2023-08,11,1
SUB1121,Basic,29,Paid Ads,2023-11,2023-11,0,1
SUB1121,Basic,29,Paid Ads,2023-11,2023-12,1,1
SUB1121,Basic,29,Paid Ads,2023-11,2024-01,2,1
SUB1122,Business,149,Organic Search,2023-12,2023-12,0,1
SUB1122,Business,149,Organic Search,2023-12,2024-01,1,1
SUB1122,Business,149,Organic Search,2023-12,2024-02,2,1
SUB1122,Business,149,Organic Search,2023-12,2024-03,3,1
SUB1122,Business,149,Organic Search,2023-12,2024-04,4,1
SUB1122,Business,149,Organic Search,2023-12,2024-05,5,1
SUB1122,Business,149,Organic Search,2023-12,2024-06,6,1
SUB1122,Business,149,Organic Search,2023-12,2024-07,7,1
SUB1122,Business,149,Organic Search,2023-12,2024-08,8,1
SUB1122,Business,149,Organic Search,2023-12,2024-09,9,1
SUB1122,Business,149,Organic Search,2023-12,2024-10,10,1
SUB1123,Pro,79,Social Media,2023-11,2023-11,0,1
SUB1123,Pro,79,Social Media,2023-11,2023-12,1,1
SUB1123,Pro,79,Social Media,2023-11,2024-01,2,1
SUB1123,Pro,79,Social Media,2023-11,2024-02,3,1
SUB1123,Pro,79,Social Media,2023-11,2024-03,4,1
SUB1123,Pro,79,Social Media,2023-11,2024-04,5,1
SUB1123,Pro,79,Social Media,2023-11,2024-05,6,1
SUB1124,Pro,79,Paid Ads,2023-10,2023-10,0,1
SUB1124,Pro,79,Paid Ads,2023-10,2023-11,1,1
SUB1124,Pro,79,Paid Ads,2023-10,2023-12,2,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-01,3,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-02,4,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-03,5,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-04,6,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-05,7,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-06,8,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-07,9,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-08,10,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-09,11,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-10,12,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-11,13,1
SUB1124,Pro,79,Paid Ads,2023-10,2024-12,14,1
SUB1125,Basic,29,Referral,2023-08,2023-08,0,1
SUB1125,Basic,29,Referral,2023-08,2023-09,1,1
SUB1125,Basic,29,Referral,2023-08,2023-10,2,1
